atmospheric_temp,soil_temp,humidity,rainfall,previous_soil_moisture,soil_moisture,future_soil_moisture,x,y
16.5,17.8,87.0,0.0,0.098,0.098,0.098,0,1
8.9,12.7,99.0,0.0,0.43,0.43,0.43,1,0
14.9,12.7,76.0,0.0,0.23,0.23,0.229,0,1
15.5,14.2,77.0,0.0,0.416,0.416,0.416,0,1
14.7,13.8,95.0,0.0,0.21,0.21,0.21,1,1
16.6,19.1,78.0,0.0,0.098,0.098,0.098,0,0
9.7,11.1,77.0,0.0,0.083,0.083,0.083,1,0
14.9,12.7,76.0,0.0,0.23,0.23,0.229,0,0
16.3,22.1,88.0,0.0,0.054,0.054,0.054,0,1
15.3,19.2,95.0,0.0,0.072,0.072,0.072,1,1
11.7,10.7,84.0,0.0,0.356,0.356,0.356,1,1
17.4,24.0,74.0,0.0,0.068,0.068,0.068,0,0
15.0,14.0,85.0,0.0,0.337,0.337,0.337,1,1
11.2,11.6,98.0,0.0,0.338,0.338,0.338,0,0
6.4,8.1,90.0,0.0,0.343,0.343,0.343,0,1
19.2,17.0,45.0,0.0,0.275,0.273,0.272,1,1
19.9,16.4,50.0,0.0,0.346,0.345,0.344,0,1
18.6,20.3,82.0,0.0,0.323,0.322,0.32,1,1
13.2,17.0,99.0,0.0,0.063,0.063,0.063,0,0
15.6,15.2,94.0,0.0,0.43,0.429,0.429,1,0
13.6,15.6,89.0,0.0,0.072,0.072,0.071,1,1
8.7,8.9,81.0,0.0,0.372,0.372,0.372,0,1
12.2,16.3,100.0,0.0,0.062,0.062,0.063,1,0
13.0,13.5,78.0,0.0,0.299,0.299,0.298,1,0
16.9,19.7,78.0,0.0,0.089,0.089,0.088,0,0
17.4,16.0,76.0,0.0,0.423,0.423,0.422,1,0
17.9,15.4,63.0,0.0,0.25,0.249,0.248,0,1
15.8,17.4,84.0,0.0,0.058,0.058,0.058,0,1
12.1,11.4,96.0,0.0,0.335,0.335,0.335,0,0
14.1,13.0,79.0,0.0,0.298,0.298,0.298,1,0
14.5,13.2,96.0,0.0,0.327,0.327,0.327,1,1
19.4,21.1,74.0,0.0,0.061,0.061,0.061,1,1
14.5,17.3,81.0,0.0,0.061,0.061,0.061,1,1
19.4,23.0,72.0,0.0,0.062,0.062,0.062,1,1
8.5,12.5,99.0,0.0,0.43,0.43,0.43,1,1
10.9,11.0,87.0,0.0,0.1,0.1,0.1,0,0
11.7,14.4,98.0,0.0,0.063,0.063,0.063,0,0
14.2,11.4,76.0,0.0,0.23,0.23,0.23,1,1
7.0,8.9,81.0,0.0,0.324,0.324,0.324,1,0
14.3,15.8,98.0,0.0,0.115,0.115,0.115,0,1
18.8,31.1,69.0,0.0,0.057,0.057,0.057,0,0
9.0,11.0,94.0,1.1,0.292,0.298,0.305,1,0
16.3,14.8,57.0,0.0,0.403,0.397,0.397,0,1
14.6,16.3,93.0,0.0,0.056,0.056,0.056,1,1
17.8,22.3,72.0,0.0,0.09,0.089,0.089,0,0
9.5,11.3,97.0,0.0,0.099,0.099,0.099,1,0
15.6,14.2,75.0,0.0,0.332,0.331,0.331,1,1
13.1,14.0,93.0,0.0,0.095,0.095,0.095,1,1
18.3,23.3,69.0,0.0,0.086,0.086,0.086,1,0
17.9,15.4,63.0,0.0,0.25,0.249,0.248,1,0
15.1,14.8,82.0,0.0,0.095,0.095,0.095,1,0
17.5,17.2,79.0,0.0,0.09,0.09,0.09,0,1
17.6,30.6,68.0,0.0,0.057,0.057,0.057,1,1
20.4,18.7,37.0,0.0,0.27,0.268,0.266,0,0
13.2,17.2,98.0,0.0,0.062,0.062,0.062,1,0
14.3,14.8,97.0,0.0,0.43,0.43,0.429,0,1
19.6,31.0,68.0,0.0,0.062,0.062,0.062,0,0
18.8,23.1,74.0,0.0,0.082,0.082,0.082,0,0
12.1,12.3,98.0,0.0,0.338,0.338,0.338,0,1
14.4,16.9,100.0,0.0,0.118,0.118,0.118,0,1
18.0,16.4,44.0,0.0,0.061,0.061,0.061,1,0
4.8,7.1,84.0,0.0,0.395,0.395,0.392,0,1
22.1,24.7,73.0,0.0,0.147,0.147,0.145,1,0
18.1,14.9,45.0,0.0,0.266,0.265,0.265,1,0
16.8,19.6,83.0,0.0,0.062,0.062,0.062,1,1
18.1,13.4,47.0,0.0,0.277,0.276,0.275,0,0
15.9,15.5,80.0,0.0,0.327,0.327,0.325,0,1
8.0,9.1,92.0,0.0,0.342,0.342,0.342,1,0
7.1,8.9,78.0,0.0,0.277,0.277,0.277,1,0
11.4,11.6,96.0,0.0,0.349,0.349,0.349,0,0
13.1,12.2,58.0,0.0,0.288,0.287,0.287,1,1
15.2,16.9,85.0,0.0,0.076,0.076,0.076,0,0
18.6,22.0,82.0,0.0,0.125,0.125,0.124,1,1
14.1,16.1,76.0,0.0,0.07,0.07,0.07,1,1
17.6,15.5,78.0,0.0,0.342,0.341,0.34,1,0
14.4,14.6,91.0,0.0,0.092,0.092,0.092,1,0
15.5,14.6,78.0,0.0,0.079,0.079,0.079,0,1
7.0,8.5,72.0,0.0,0.323,0.323,0.323,1,0
21.3,17.8,68.0,0.0,0.338,0.338,0.338,1,1
8.3,8.2,74.0,0.0,0.379,0.379,0.379,1,0
18.8,21.1,78.0,0.0,0.12,0.12,0.12,1,1
6.4,8.3,91.0,0.0,0.343,0.343,0.343,1,0
17.1,21.3,87.0,0.0,0.054,0.054,0.055,0,1
11.3,12.3,82.0,0.0,0.091,0.091,0.09,0,1
9.9,10.3,82.0,0.0,0.251,0.251,0.251,1,0
6.2,8.3,92.0,0.0,0.362,0.361,0.361,1,1
14.7,14.1,95.0,0.0,0.21,0.21,0.21,0,0
15.5,22.8,86.0,0.0,0.06,0.06,0.06,0,1
12.8,14.2,87.0,0.0,0.082,0.081,0.081,0,0
7.9,8.2,75.0,0.0,0.379,0.379,0.379,0,0
15.3,18.6,82.0,0.0,0.062,0.062,0.062,1,0
13.2,11.9,95.0,0.0,0.355,0.355,0.355,0,1
13.7,16.3,95.0,0.0,0.072,0.072,0.072,1,0
17.0,17.4,55.0,0.0,0.082,0.082,0.082,1,0
16.1,17.3,89.0,0.0,0.062,0.062,0.062,0,1
16.7,19.7,87.0,0.0,0.112,0.111,0.111,0,0
9.1,9.8,91.0,0.0,0.339,0.339,0.339,0,0
9.8,9.0,69.0,0.0,0.379,0.379,0.379,0,0
14.5,12.1,56.0,0.0,0.411,0.41,0.409,1,1
6.4,7.6,78.0,0.0,0.31,0.31,0.31,0,1
19.6,31.5,76.0,0.0,0.053,0.053,0.052,0,1
9.2,12.9,99.0,0.0,0.431,0.43,0.43,0,0
18.0,14.9,78.0,0.2,0.271,0.27,0.27,0,1
15.5,20.8,77.0,0.0,0.056,0.057,0.057,0,1
13.7,18.9,95.0,0.0,0.06,0.06,0.06,1,0
15.5,17.7,95.0,0.0,0.136,0.136,0.136,0,0
15.8,20.1,80.0,0.0,0.056,0.056,0.057,1,1
18.2,19.9,53.0,0.0,0.082,0.082,0.082,0,0
14.8,12.5,80.0,0.0,0.25,0.25,0.25,0,1
16.6,21.4,79.0,0.0,0.062,0.062,0.062,1,1
17.0,16.7,83.0,0.0,0.244,0.243,0.243,1,0
19.3,14.2,40.0,0.0,0.381,0.378,0.378,0,0
13.0,17.3,96.0,0.0,0.059,0.059,0.059,1,1
18.5,24.8,69.0,0.0,0.089,0.089,0.089,1,0
9.4,10.7,78.0,0.0,0.1,0.1,0.1,0,0
17.1,23.3,64.0,0.0,0.081,0.081,0.081,0,1
15.6,17.0,80.0,0.0,0.239,0.238,0.238,0,0
16.7,24.6,78.0,0.0,0.066,0.066,0.067,0,0
12.4,16.8,100.0,0.0,0.062,0.063,0.063,1,0
9.9,11.1,78.0,0.0,0.293,0.292,0.292,0,1
15.5,18.6,100.0,0.0,0.194,0.193,0.192,0,1
17.0,21.6,85.0,0.0,0.062,0.062,0.062,1,0
14.2,17.6,86.0,0.0,0.064,0.064,0.063,1,1
12.8,14.4,84.0,0.0,0.081,0.081,0.081,0,1
16.9,18.2,78.0,0.0,0.099,0.098,0.098,1,0
17.4,16.5,77.0,0.0,0.095,0.095,0.095,0,0
21.9,31.0,47.0,0.0,0.061,0.061,0.061,0,1
17.1,22.0,76.0,0.0,0.061,0.061,0.061,1,0
13.6,15.0,96.0,0.0,0.06,0.06,0.06,0,1
19.4,27.3,72.0,0.0,0.085,0.085,0.085,0,0
20.1,27.1,67.0,0.0,0.08,0.08,0.08,1,0
10.7,12.9,93.0,0.0,0.059,0.058,0.058,1,1
17.9,15.4,63.0,0.0,0.25,0.249,0.248,0,0
12.8,12.9,95.0,0.0,0.186,0.186,0.186,0,0
9.6,12.4,94.0,0.0,0.067,0.067,0.067,0,1
20.9,17.3,84.0,0.0,0.153,0.152,0.152,0,1
12.1,15.3,99.0,0.0,0.057,0.057,0.057,1,0
12.3,14.6,97.0,0.0,0.053,0.052,0.052,1,1
10.0,10.0,80.0,0.0,0.241,0.24,0.241,1,0
10.0,10.0,90.0,0.0,0.23,0.23,0.23,0,1
22.9,16.7,33.0,0.0,0.361,0.36,0.359,0,0
14.8,17.2,95.0,0.0,0.089,0.088,0.088,1,0
22.2,18.2,40.0,0.0,0.259,0.257,0.256,0,0
19.5,15.8,61.0,0.0,0.238,0.237,0.236,1,0
17.0,16.4,94.0,0.0,0.097,0.097,0.097,0,1
13.5,13.5,49.0,0.0,0.335,0.333,0.332,0,1
11.9,11.7,56.0,0.0,0.338,0.336,0.335,1,0
19.0,19.6,82.0,0.0,0.092,0.092,0.092,0,0
11.4,10.8,75.0,0.0,0.423,0.423,0.423,0,1
17.7,14.3,63.0,0.0,0.344,0.344,0.344,0,1
14.3,14.8,95.0,0.0,0.43,0.43,0.43,1,0
9.2,9.5,81.0,0.0,0.352,0.352,0.351,1,0
14.7,12.2,85.0,0.0,0.25,0.25,0.25,1,0
15.3,15.3,68.0,0.0,0.221,0.221,0.22,0,1
13.7,17.7,96.0,0.0,0.063,0.062,0.062,1,1
17.7,23.6,61.0,0.0,0.084,0.084,0.084,1,0
15.4,19.1,92.0,0.0,0.064,0.064,0.064,0,1
8.0,8.9,81.0,0.0,0.285,0.285,0.286,1,0
15.1,15.4,91.0,0.0,0.097,0.097,0.097,1,0
16.7,21.7,75.0,0.0,0.059,0.059,0.059,0,1
16.2,17.6,70.0,0.0,0.223,0.223,0.222,1,1
16.4,18.6,92.0,0.0,0.127,0.127,0.127,0,0
7.6,10.2,95.0,0.0,0.425,0.425,0.425,0,1
18.3,23.2,69.0,0.0,0.093,0.093,0.093,0,1
7.9,8.9,84.0,0.0,0.361,0.361,0.361,1,0
18.5,19.2,73.0,0.0,0.248,0.247,0.245,0,1
11.4,11.8,74.0,0.0,0.096,0.096,0.096,1,0
13.9,17.2,94.0,0.0,0.054,0.054,0.054,0,0
12.5,11.2,89.0,0.0,0.25,0.25,0.25,0,0
7.4,8.6,91.0,0.0,0.24,0.24,0.24,1,0
18.7,26.4,74.0,0.0,0.087,0.087,0.087,1,1
13.6,11.7,58.0,0.0,0.265,0.264,0.264,1,1
16.4,20.1,77.0,0.0,0.071,0.072,0.072,1,1
17.0,19.0,82.0,0.0,0.091,0.091,0.091,0,0
9.7,11.6,96.0,0.0,0.113,0.113,0.113,0,0
12.0,12.7,92.0,0.0,0.081,0.081,0.081,1,1
19.9,16.1,46.0,0.0,0.374,0.372,0.371,0,1
18.0,16.4,44.0,0.0,0.061,0.061,0.061,0,0
16.1,17.7,76.0,0.0,0.086,0.086,0.086,1,1
13.2,13.5,92.0,0.0,0.32,0.32,0.321,1,1
14.4,14.1,77.0,0.0,0.22,0.221,0.221,1,1
11.1,10.7,82.0,0.0,0.345,0.345,0.346,1,0
19.4,27.3,72.0,0.0,0.085,0.085,0.085,0,1
14.6,14.0,81.0,0.0,0.099,0.099,0.099,0,1
12.1,12.4,97.0,0.0,0.326,0.326,0.327,1,0
17.1,21.2,87.0,0.0,0.137,0.136,0.136,1,1
16.1,16.0,76.0,0.0,0.425,0.425,0.424,1,0
13.7,14.2,95.0,,0.24,0.24,0.24,1,0
19.8,17.8,65.0,0.0,0.232,0.23,0.23,0,1
16.1,14.8,81.0,0.0,0.338,0.339,0.339,1,1
20.0,19.3,73.0,0.0,0.221,0.22,0.219,1,1
8.5,10.3,96.0,0.0,0.298,0.305,0.306,1,0
14.5,15.8,93.0,0.0,0.115,0.115,0.116,0,1
14.1,17.7,94.0,0.0,0.06,0.06,0.06,0,0
13.0,16.7,99.0,0.0,0.063,0.063,0.063,0,0
13.6,16.0,87.0,0.0,0.067,0.067,0.067,0,0
19.0,19.1,62.0,0.0,0.317,0.316,0.314,1,0
20.8,19.4,64.0,0.0,0.216,0.215,0.214,0,0
17.1,10.7,66.0,0.0,0.377,0.377,0.376,0,0
16.4,16.5,90.0,0.0,0.424,0.423,0.423,0,1
14.9,16.1,87.0,0.0,0.24,0.24,0.24,0,0
16.6,21.4,79.0,0.0,0.062,0.062,0.062,1,0
6.5,8.1,89.0,0.0,0.343,0.343,0.343,1,1
18.7,23.2,78.0,0.0,0.052,0.052,0.052,0,0
15.7,23.7,82.0,0.0,0.063,0.063,0.063,1,0
14.6,17.2,99.0,0.0,0.112,0.112,0.112,1,1
14.2,15.4,86.0,0.4,0.287,0.297,0.297,1,0
13.9,14.4,97.0,0.0,0.24,0.24,0.239,1,1
15.5,18.1,77.0,0.0,0.061,0.061,0.061,0,0
16.7,21.7,75.0,0.0,0.059,0.059,0.059,0,0
19.0,24.6,73.0,0.0,0.063,0.063,0.063,1,1
15.5,15.1,87.0,0.0,0.338,0.338,0.338,1,0
15.5,18.2,96.0,0.0,0.054,0.053,0.053,1,0
16.0,15.4,76.0,0.0,0.311,0.311,0.311,1,1
15.6,17.7,92.0,0.0,0.052,0.052,0.052,1,0
20.8,17.7,57.0,0.0,0.237,0.236,0.235,1,1
20.0,15.2,46.0,0.0,0.355,0.353,0.352,1,0
8.9,10.4,71.0,0.0,0.409,0.409,0.409,0,1
19.8,28.9,74.0,0.0,0.055,0.054,0.054,0,1
12.8,12.9,94.0,0.0,0.424,0.424,0.424,1,1
14.9,18.9,96.0,0.0,0.053,0.053,0.053,0,0
13.4,11.6,92.0,,0.338,0.338,0.338,0,1
4.7,7.0,85.0,0.0,0.395,0.395,0.395,1,1
16.2,16.0,83.0,0.0,0.222,0.221,0.221,1,1
16.7,23.4,77.0,0.0,0.065,0.064,0.064,0,0
19.0,19.6,82.0,0.0,0.092,0.092,0.092,1,1
9.4,10.4,87.0,0.0,0.077,0.077,0.077,0,1
15.6,15.7,91.0,0.0,0.186,0.186,0.186,1,0
18.3,19.7,88.0,0.0,0.09,0.09,0.09,0,1
20.1,14.2,50.0,0.0,0.293,0.292,0.29,0,0
14.7,15.3,91.0,0.0,0.087,0.087,0.087,1,1
18.3,12.0,54.0,0.0,0.302,0.302,0.3,1,1
21.5,16.4,34.0,0.0,0.352,0.351,0.35,0,1
19.6,12.5,56.0,0.0,0.293,0.293,0.292,0,0
16.1,17.3,89.0,0.0,0.062,0.062,0.062,0,0
17.9,25.9,66.0,0.0,0.069,0.069,0.069,1,0
18.8,21.5,76.0,0.0,0.085,0.085,0.085,0,0
13.6,13.8,81.0,0.0,0.409,0.408,0.407,1,0
9.4,12.2,100.0,0.0,0.431,0.431,0.43,1,0
14.2,17.2,91.0,0.0,0.054,0.054,0.054,1,1
12.9,14.6,81.0,0.0,0.061,0.062,0.062,0,0
12.1,13.6,98.0,0.0,0.144,0.144,0.143,1,0
8.3,10.0,99.0,0.0,0.306,0.306,0.306,1,0
17.2,19.4,77.0,0.0,0.079,0.079,0.079,1,0
20.7,16.0,54.0,0.0,0.285,0.284,0.281,1,1
12.8,14.9,72.0,0.0,0.057,0.057,0.057,1,1
13.1,14.3,89.0,0.0,0.289,0.288,0.287,0,0
15.8,17.4,91.0,0.0,0.109,0.109,0.109,0,0
20.4,18.7,37.0,0.0,0.27,0.268,0.266,1,0
16.3,19.5,71.0,0.0,0.079,0.079,0.079,1,0
9.5,10.8,65.0,0.0,0.408,0.409,0.409,0,1
14.7,17.7,94.0,0.0,0.064,0.064,0.064,0,0
14.8,16.2,73.0,0.0,0.101,0.101,0.101,0,0
8.8,10.7,91.0,0.0,0.09,0.09,0.09,0,1
15.9,18.0,85.0,0.0,0.31,0.309,0.308,0,1
20.0,32.1,65.0,0.0,0.056,0.056,0.056,0,1
11.8,14.3,97.0,0.0,0.052,0.052,0.051,0,1
9.8,11.8,98.0,0.0,0.062,0.062,0.062,1,0
14.4,16.8,87.0,0.0,0.08,0.08,0.079,0,1
14.5,15.0,86.0,0.0,0.24,0.24,0.24,1,0
17.1,23.4,81.0,0.0,0.075,0.075,0.075,0,1
18.5,22.2,72.0,0.0,0.086,0.086,0.086,1,1
5.0,7.2,74.0,0.0,0.416,0.415,0.415,1,1
22.7,21.0,63.0,0.0,0.152,0.15,0.149,1,0
12.9,13.2,99.0,0.0,0.306,0.306,0.305,1,0
22.3,24.2,76.0,0.0,0.155,0.154,0.153,1,1
9.6,11.0,78.0,0.0,0.08,0.08,0.079,0,0
18.3,14.2,68.0,0.0,0.285,0.285,0.284,1,0
15.2,13.4,83.0,0.0,0.201,0.202,0.202,0,1
15.2,13.4,83.0,0.0,0.201,0.202,0.202,1,1
10.5,9.8,75.0,0.0,0.395,0.395,0.396,0,1
11.0,12.6,96.0,0.0,0.056,0.056,0.056,1,1
16.4,19.9,77.0,0.0,0.086,0.086,0.085,1,1
15.4,14.7,53.0,0.0,0.408,0.407,0.406,0,1
15.4,21.8,91.0,0.0,0.063,0.063,0.063,0,1
14.0,12.9,78.0,0.4,0.298,0.298,0.299,1,1
13.8,14.5,68.0,0.0,0.095,0.095,0.095,0,0
7.3,9.4,94.0,0.0,0.25,0.25,0.25,0,1
17.2,15.9,76.0,0.0,0.225,0.225,0.225,1,0
13.1,13.6,98.0,0.0,0.194,0.194,0.194,1,0
21.2,16.5,26.0,0.0,0.288,0.288,0.287,0,0
16.2,16.8,67.0,0.0,0.253,0.252,0.252,0,1
8.7,10.1,88.0,0.0,0.339,0.339,0.339,1,0
12.9,11.9,94.0,0.0,0.337,0.337,0.338,0,1
15.9,19.0,80.0,0.0,0.056,0.056,0.056,1,1
15.6,15.7,91.0,0.0,0.186,0.186,0.186,0,0
11.1,13.3,93.0,0.0,0.062,0.062,0.062,1,0
15.4,23.0,84.0,0.0,0.064,0.064,0.064,0,0
17.4,27.2,77.0,0.0,0.06,0.06,0.06,0,0
16.8,13.6,91.0,0.0,0.345,0.344,0.344,0,0
15.2,13.2,67.0,0.0,0.421,0.421,0.422,0,0
16.1,21.5,88.0,0.0,0.054,0.054,0.054,0,1
18.3,17.2,67.0,0.0,0.227,0.226,0.225,1,1
10.7,12.2,84.0,0.0,0.085,0.085,0.085,1,1
15.3,18.3,82.0,0.0,0.063,0.062,0.062,1,0
11.8,11.5,72.0,0.0,0.387,0.387,0.386,1,0
16.1,21.1,88.0,0.0,0.063,0.063,0.063,0,0
9.2,10.2,64.0,0.0,0.324,0.324,0.324,0,1
12.7,11.3,81.0,0.0,0.345,0.345,0.345,0,0
15.0,18.4,89.0,0.0,0.054,0.054,0.054,1,0
9.1,10.3,76.0,0.0,0.108,0.108,0.108,0,1
19.4,32.4,75.0,0.0,0.053,0.053,0.053,0,1
16.9,23.7,80.0,0.0,0.054,0.054,0.054,0,0
14.6,19.0,95.0,0.0,0.054,0.054,0.054,0,0
14.4,18.0,87.0,0.0,0.073,0.073,0.072,1,1
17.6,22.3,83.0,0.0,0.117,0.117,0.116,0,0
19.1,12.3,55.0,0.0,0.352,0.351,0.35,1,1
14.0,18.3,97.0,0.0,0.063,0.063,0.063,0,1
19.7,12.6,43.0,0.0,0.264,0.263,0.263,0,0
9.2,11.3,99.0,0.0,0.062,0.062,0.062,0,1
18.1,10.0,20.0,0.0,0.264,0.264,0.264,0,0
17.2,20.4,76.0,0.0,0.093,0.093,0.093,1,1
13.0,15.5,93.0,0.0,0.056,0.056,0.056,0,1
8.2,9.0,68.0,0.0,0.287,0.287,0.287,0,1
19.5,19.7,54.0,0.0,0.294,0.292,0.29,1,0
15.5,15.3,87.0,0.0,0.422,0.422,0.422,0,0
11.0,12.1,82.0,0.0,0.091,0.091,0.091,1,0
20.1,16.7,59.0,0.0,0.284,0.285,0.285,0,1
6.9,8.2,90.0,0.0,0.361,0.361,0.361,0,0
14.4,13.7,90.0,0.0,0.171,0.171,0.171,1,1
16.0,15.6,95.0,0.0,0.162,0.162,0.162,1,1
14.8,18.5,90.0,0.0,0.065,0.065,0.065,0,1
13.0,16.7,99.0,0.0,0.063,0.063,0.063,0,0
16.2,19.1,100.0,0.2,0.143,0.143,0.143,0,0
13.6,18.0,81.0,0.0,0.057,0.057,0.057,0,0
9.8,12.0,91.0,0.0,0.068,0.068,0.067,1,0
13.5,16.9,95.0,0.0,0.059,0.059,0.059,0,1
10.1,11.9,84.0,0.0,0.087,0.086,0.086,0,1
16.2,17.7,93.0,0.0,0.121,0.121,0.121,0,0
20.9,12.9,48.0,0.0,0.265,0.265,0.264,1,0
19.2,31.5,63.0,0.0,0.058,0.058,0.059,1,0
15.6,17.7,88.0,0.0,0.122,0.122,0.122,0,0
9.1,9.9,88.0,0.0,0.218,0.218,0.218,1,0
15.9,22.0,72.0,0.0,0.057,0.057,0.057,1,1
17.3,23.6,76.0,0.0,0.063,0.062,0.062,0,0
17.1,18.6,65.0,0.0,0.062,0.062,0.061,0,1
19.5,26.3,69.0,0.0,0.085,0.085,0.085,0,1
13.2,17.2,98.0,0.0,0.062,0.062,0.062,0,1
12.0,12.5,96.0,0.0,0.326,0.326,0.326,0,1
15.0,19.4,92.0,0.0,0.053,0.053,0.053,1,0
18.8,26.2,67.0,0.0,0.089,0.089,0.089,0,1
16.9,22.6,79.0,0.0,0.062,0.062,0.062,1,1
18.2,22.8,76.0,0.0,0.063,0.063,0.063,1,1
15.0,16.9,86.0,0.0,0.074,0.074,0.074,0,0
16.4,18.5,85.0,0.0,0.075,0.075,0.075,0,1
13.2,15.3,74.0,0.0,0.07,0.069,0.069,1,1
13.6,12.8,98.0,0.0,0.339,0.339,0.339,1,0
9.7,11.6,96.0,0.0,0.113,0.113,0.113,0,1
19.5,31.5,71.0,0.0,0.062,0.062,0.062,1,0
13.1,18.3,98.0,0.0,0.063,0.063,0.063,0,0
14.6,15.0,89.0,0.0,0.097,0.097,0.097,0,0
18.9,29.7,72.0,0.0,0.056,0.056,0.056,0,1
8.2,9.8,77.0,0.0,0.342,0.341,0.339,0,0
13.6,15.3,83.0,0.0,0.085,0.085,0.085,0,1
8.9,9.4,85.0,0.0,0.265,0.265,0.265,1,0
5.5,7.4,68.0,0.0,0.415,0.415,0.416,0,0
11.1,12.6,91.0,0.0,0.423,0.423,0.424,1,1
13.0,11.7,92.0,0.0,0.277,0.278,0.278,1,0
14.8,17.3,99.0,0.0,0.112,0.112,0.112,0,1
6.5,8.1,89.0,0.0,0.343,0.343,0.343,0,0
16.8,16.9,75.0,0.0,0.325,0.323,0.323,1,0
18.3,23.3,69.0,0.0,0.086,0.086,0.086,1,1
18.8,23.1,64.0,0.0,0.098,0.098,0.098,0,1
12.1,11.3,63.0,0.0,0.397,0.397,0.397,0,1
17.7,14.3,63.0,0.0,0.344,0.344,0.344,0,0
11.2,13.3,88.0,0.0,0.078,0.077,0.077,1,1
8.2,8.4,81.0,0.0,0.371,0.371,0.371,0,1
9.8,9.9,88.0,0.0,0.279,0.279,0.279,0,1
9.7,10.1,91.0,0.0,0.271,0.271,0.271,0,1
17.6,19.1,60.0,0.0,0.061,0.061,0.061,0,0
16.3,14.8,66.0,0.0,0.37,0.37,0.363,0,0
13.4,12.3,93.0,0.0,0.347,0.348,0.349,0,1
16.1,10.4,60.0,0.0,0.386,0.385,0.385,0,0
21.5,18.1,42.0,0.0,0.102,0.101,0.101,0,0
5.5,7.5,85.0,0.0,0.407,0.407,0.407,1,1
9.8,10.7,85.0,0.0,0.327,0.327,0.327,0,1
16.9,20.9,74.0,0.0,0.078,0.078,0.078,0,1
14.1,16.6,99.0,0.0,0.112,0.112,0.112,0,0
10.3,12.1,96.0,0.0,0.092,0.092,0.092,0,0
7.9,7.9,75.0,0.0,0.302,0.303,0.302,0,0
13.8,13.0,90.0,0.0,0.344,0.344,0.345,0,0
14.5,14.8,89.0,0.0,0.097,0.097,0.097,1,0
18.8,19.3,77.0,0.0,0.209,0.207,0.206,0,0
12.1,12.3,98.0,0.0,0.338,0.338,0.338,0,0
11.8,12.9,95.0,0.0,0.085,0.085,0.085,1,0
10.1,9.8,88.0,0.0,0.346,0.346,0.346,0,0
15.1,16.9,100.0,0.0,0.14,0.14,0.14,0,1
8.0,8.6,83.0,0.0,0.346,0.346,0.346,1,1
19.1,14.4,72.0,0.3,0.23,0.23,0.229,0,1
17.3,14.8,57.0,0.0,0.39,0.389,0.388,0,0
16.9,23.7,80.0,0.0,0.054,0.054,0.054,0,1
8.1,9.1,87.0,0.0,0.357,0.357,0.357,1,0
16.4,19.5,92.0,0.0,0.054,0.054,0.054,1,1
10.0,10.3,98.0,0.0,0.245,0.245,0.244,1,0
16.5,15.6,94.0,0.0,0.427,0.426,0.426,1,1
17.4,17.7,82.0,0.0,0.245,0.245,0.244,0,0
16.0,20.1,83.0,0.0,0.059,0.059,0.059,0,1
11.8,9.9,77.0,0.0,0.357,0.357,0.356,0,1
12.8,13.8,96.0,0.0,0.423,0.423,0.423,0,0
12.0,11.2,53.0,0.0,0.325,0.325,0.324,1,0
20.9,25.0,62.0,0.0,0.092,0.091,0.091,1,0
16.2,17.7,93.0,0.0,0.121,0.121,0.121,1,0
14.9,22.5,85.0,0.0,0.063,0.063,0.063,1,1
6.4,8.1,90.0,0.0,0.343,0.343,0.343,1,0
17.4,19.9,90.0,0.0,0.121,0.121,0.12,1,0
13.2,17.2,98.0,0.0,0.062,0.062,0.062,1,1
12.7,14.2,86.0,0.0,0.086,0.086,0.086,1,1
15.7,22.7,75.0,0.0,0.057,0.057,0.057,0,0
18.3,19.1,76.0,0.0,0.085,0.085,0.085,1,0
14.2,14.8,97.0,0.0,0.24,0.239,0.24,1,1
13.2,14.2,98.0,0.0,0.062,0.062,0.062,1,1
12.2,10.6,70.0,0.0,0.096,0.095,0.095,0,1
7.0,8.1,81.0,0.0,0.314,0.314,0.314,1,1
13.2,11.2,55.0,0.0,0.422,0.422,0.422,0,1
15.7,18.6,88.0,0.0,0.116,0.116,0.115,0,0
20.0,19.8,72.0,0.0,0.203,0.202,0.201,0,0
12.8,14.4,84.0,0.0,0.081,0.081,0.081,1,1
14.3,16.9,100.0,0.0,0.112,0.112,0.112,0,0
9.5,10.3,84.0,0.0,0.277,0.277,0.277,0,1
14.6,12.8,74.0,0.0,0.321,0.321,0.32,0,0
15.4,18.1,80.0,0.0,0.087,0.086,0.086,0,0
10.8,10.5,97.0,0.0,0.338,0.338,0.338,0,1
6.1,8.3,92.0,0.0,0.361,0.362,0.361,1,1
17.2,13.1,58.0,0.0,0.359,0.359,0.36,0,1
10.9,11.1,96.0,0.0,0.35,0.35,0.351,0,1
14.5,18.8,95.0,0.0,0.054,0.054,0.054,0,0
13.4,14.8,70.0,0.0,0.101,0.101,0.101,0,1
15.1,19.1,92.0,0.0,0.054,0.054,0.054,0,0
11.2,13.2,97.0,0.0,0.056,0.056,0.056,1,0
18.7,18.4,71.0,0.0,0.273,0.271,0.271,1,1
11.8,12.5,96.0,0.0,0.321,0.321,0.321,0,1
19.9,26.4,67.0,0.0,0.094,0.094,0.094,1,0
13.1,15.2,90.0,0.0,0.08,0.079,0.079,1,0
12.6,14.1,96.0,0.0,0.087,0.087,0.087,0,0
16.7,22.0,65.0,0.0,0.058,0.058,0.058,0,0
15.5,20.4,75.0,0.0,0.059,0.059,0.059,0,1
